"","X1","X2","count","description"
"405","Sobic.006G130400.1.p","ABRE4",0,"Plant hormone related"
"406","Sobic.006G130501.1.p","ABRE4",0,"Plant hormone related"
"407","Sobic.006G130600.2.p","ABRE4",0,"Plant hormone related"
"408","Sobic.006G130700.1.p","ABRE4",0,"Plant hormone related"
"409","Sobic.006G155200.1.p","ABRE4",2,"Plant hormone related"
"410","Sobic.006G201100.1.p","ABRE4",0,"Plant hormone related"
"411","Sobic.006G201200.1.p","ABRE4",1,"Plant hormone related"
"412","Sobic.006G251200.1.p","ABRE4",1,"Plant hormone related"
"413","Sobic.006G279700.1.p","ABRE4",1,"Plant hormone related"
"414","Sobic.007G044300.1.p","ABRE4",0,"Plant hormone related"
"415","Sobic.007G064500.1.p","ABRE4",0,"Plant hormone related"
"416","Sobic.007G081300.1.p","ABRE4",0,"Plant hormone related"
"417","Sobic.007G160900.1.p","ABRE4",1,"Plant hormone related"
"418","Sobic.007G213200.1.p","ABRE4",1,"Plant hormone related"
"419","Sobic.008G081200.1.p","ABRE4",0,"Plant hormone related"
"420","Sobic.008G081400.1.p","ABRE4",0,"Plant hormone related"
"421","Sobic.008G081500.1.p","ABRE4",0,"Plant hormone related"
"422","Sobic.008G180300.1.p","ABRE4",0,"Plant hormone related"
"423","Sobic.008G190200.1.p","ABRE4",2,"Plant hormone related"
"424","Sobic.009G049900.4.p","ABRE4",0,"Plant hormone related"
"425","Sobic.009G099000.1.p","ABRE4",1,"Plant hormone related"
"426","Sobic.009G101800.2.p","ABRE4",0,"Plant hormone related"
"427","Sobic.009G136500.1.p","ABRE4",0,"Plant hormone related"
"428","Sobic.009G136600.1.p","ABRE4",0,"Plant hormone related"
"429","Sobic.009G136700.1.p","ABRE4",0,"Plant hormone related"
"430","Sobic.009G136800.1.p","ABRE4",1,"Plant hormone related"
"431","Sobic.009G136900.1.p","ABRE4",0,"Plant hormone related"
"432","Sobic.009G148800.1.p","ABRE4",2,"Plant hormone related"
"433","Sobic.009G148900.1.p","ABRE4",1,"Plant hormone related"
"434","Sobic.010G099700.1.p","ABRE4",0,"Plant hormone related"
"435","Sobic.010G109200.1.p","ABRE4",0,"Plant hormone related"
"436","Sobic.010G127800.1.p","ABRE4",0,"Plant hormone related"
"437","Sobic.010G133100.1.p","ABRE4",0,"Plant hormone related"
"438","Sobic.010G166850.1.p","ABRE4",0,"Plant hormone related"
"439","Sobic.010G175900.2.p","ABRE4",0,"Plant hormone related"
"440","Sobic.K022800.1.p","ABRE4",0,"Plant hormone related"
"441","Sobic.001G032000.1.p","ARE",0,"Stress related"
"442","Sobic.001G099400.1.p","ARE",0,"Stress related"
"443","Sobic.001G111150.1.p","ARE",4,"Stress related"
"444","Sobic.001G133900.1.p","ARE",2,"Stress related"
"445","Sobic.001G223100.2.p","ARE",0,"Stress related"
"446","Sobic.001G223200.1.p","ARE",2,"Stress related"
"447","Sobic.001G275500.2.p","ARE",0,"Stress related"
"448","Sobic.001G275600.2.p","ARE",0,"Stress related"
"449","Sobic.001G275800.1.p","ARE",2,"Stress related"
"450","Sobic.001G276100.1.p","ARE",1,"Stress related"
"451","Sobic.001G276300.1.p","ARE",3,"Stress related"
"452","Sobic.001G276400.1.p","ARE",3,"Stress related"
"453","Sobic.001G276600.1.p","ARE",4,"Stress related"
"454","Sobic.001G276700.1.p","ARE",2,"Stress related"
"455","Sobic.001G276800.1.p","ARE",1,"Stress related"
"456","Sobic.001G282000.1.p","ARE",1,"Stress related"
"457","Sobic.001G282100.1.p","ARE",2,"Stress related"
"458","Sobic.001G302800.1.p","ARE",0,"Stress related"
"459","Sobic.001G443900.1.p","ARE",6,"Stress related"
"460","Sobic.001G444000.1.p","ARE",0,"Stress related"
"461","Sobic.001G444100.1.p","ARE",1,"Stress related"
"462","Sobic.001G511000.2.p","ARE",0,"Stress related"
"463","Sobic.001G541900.2.p","ARE",1,"Stress related"
"464","Sobic.002G000800.2.p","ARE",0,"Stress related"
"465","Sobic.002G064800.1.p","ARE",3,"Stress related"
"466","Sobic.002G091800.1.p","ARE",3,"Stress related"
"467","Sobic.002G367700.1.p","ARE",4,"Stress related"
"468","Sobic.003G076200.2.p","ARE",1,"Stress related"
"469","Sobic.003G107100.1.p","ARE",0,"Stress related"
"470","Sobic.003G185100.1.p","ARE",2,"Stress related"
"471","Sobic.003G295500.1.p","ARE",2,"Stress related"
"472","Sobic.003G304000.1.p","ARE",0,"Stress related"
"473","Sobic.003G304100.1.p","ARE",0,"Stress related"
"474","Sobic.003G371000.1.p","ARE",0,"Stress related"
"475","Sobic.003G371100.1.p","ARE",1,"Stress related"
"476","Sobic.003G371250.1.p","ARE",1,"Stress related"
"477","Sobic.003G371400.1.p","ARE",0,"Stress related"
"478","Sobic.003G371600.2.p","ARE",1,"Stress related"
"479","Sobic.003G371750.1.p","ARE",0,"Stress related"
"480","Sobic.003G372000.1.p","ARE",2,"Stress related"
"481","Sobic.003G372100.2.p","ARE",1,"Stress related"
"482","Sobic.003G392700.1.p","ARE",4,"Stress related"
"483","Sobic.003G399200.1.p","ARE",0,"Stress related"
"484","Sobic.004G193000.1.p","ARE",0,"Stress related"
"485","Sobic.004G243200.1.p","ARE",0,"Stress related"
"486","Sobic.004G260500.1.p","ARE",2,"Stress related"
"487","Sobic.004G276200.1.p","ARE",3,"Stress related"
"488","Sobic.005G090600.1.p","ARE",5,"Stress related"
"489","Sobic.005G107400.1.p","ARE",4,"Stress related"
"490","Sobic.005G107500.1.p","ARE",2,"Stress related"
"491","Sobic.005G110466.1.p","ARE",0,"Stress related"
"492","Sobic.006G089300.1.p","ARE",1,"Stress related"
"493","Sobic.006G130400.1.p","ARE",0,"Stress related"
"494","Sobic.006G130501.1.p","ARE",2,"Stress related"
"495","Sobic.006G130600.2.p","ARE",1,"Stress related"
"496","Sobic.006G130700.1.p","ARE",0,"Stress related"
"497","Sobic.006G155200.1.p","ARE",3,"Stress related"
"498","Sobic.006G201100.1.p","ARE",4,"Stress related"
"499","Sobic.006G201200.1.p","ARE",0,"Stress related"
"500","Sobic.006G251200.1.p","ARE",1,"Stress related"
"501","Sobic.006G279700.1.p","ARE",2,"Stress related"
"502","Sobic.007G044300.1.p","ARE",2,"Stress related"
"503","Sobic.007G064500.1.p","ARE",3,"Stress related"
"504","Sobic.007G081300.1.p","ARE",1,"Stress related"
"505","Sobic.007G160900.1.p","ARE",1,"Stress related"
"506","Sobic.007G213200.1.p","ARE",0,"Stress related"
"507","Sobic.008G081200.1.p","ARE",0,"Stress related"
"508","Sobic.008G081400.1.p","ARE",4,"Stress related"
"509","Sobic.008G081500.1.p","ARE",2,"Stress related"
"510","Sobic.008G180300.1.p","ARE",1,"Stress related"
"511","Sobic.008G190200.1.p","ARE",0,"Stress related"
"512","Sobic.009G049900.4.p","ARE",3,"Stress related"
"513","Sobic.009G099000.1.p","ARE",2,"Stress related"
"514","Sobic.009G101800.2.p","ARE",1,"Stress related"
"515","Sobic.009G136500.1.p","ARE",2,"Stress related"
"516","Sobic.009G136600.1.p","ARE",3,"Stress related"
"517","Sobic.009G136700.1.p","ARE",3,"Stress related"
"518","Sobic.009G136800.1.p","ARE",3,"Stress related"
"519","Sobic.009G136900.1.p","ARE",4,"Stress related"
"520","Sobic.009G148800.1.p","ARE",0,"Stress related"
"521","Sobic.009G148900.1.p","ARE",1,"Stress related"
"522","Sobic.010G099700.1.p","ARE",1,"Stress related"
"523","Sobic.010G109200.1.p","ARE",3,"Stress related"
"524","Sobic.010G127800.1.p","ARE",3,"Stress related"
"525","Sobic.010G133100.1.p","ARE",2,"Stress related"
"526","Sobic.010G166850.1.p","ARE",1,"Stress related"
"527","Sobic.010G175900.2.p","ARE",4,"Stress related"
"528","Sobic.K022800.1.p","ARE",4,"Stress related"
"529","Sobic.001G032000.1.p","as-1",3,"Stress related"
"530","Sobic.001G099400.1.p","as-1",1,"Stress related"
"531","Sobic.001G111150.1.p","as-1",7,"Stress related"
"532","Sobic.001G133900.1.p","as-1",1,"Stress related"
"533","Sobic.001G223100.2.p","as-1",3,"Stress related"
"534","Sobic.001G223200.1.p","as-1",3,"Stress related"
"535","Sobic.001G275500.2.p","as-1",2,"Stress related"
"536","Sobic.001G275600.2.p","as-1",2,"Stress related"
"537","Sobic.001G275800.1.p","as-1",1,"Stress related"
"538","Sobic.001G276100.1.p","as-1",4,"Stress related"
"539","Sobic.001G276300.1.p","as-1",2,"Stress related"
"540","Sobic.001G276400.1.p","as-1",5,"Stress related"
"541","Sobic.001G276600.1.p","as-1",1,"Stress related"
"542","Sobic.001G276700.1.p","as-1",1,"Stress related"
"543","Sobic.001G276800.1.p","as-1",2,"Stress related"
"544","Sobic.001G282000.1.p","as-1",3,"Stress related"
"545","Sobic.001G282100.1.p","as-1",2,"Stress related"
"546","Sobic.001G302800.1.p","as-1",2,"Stress related"
"547","Sobic.001G443900.1.p","as-1",1,"Stress related"
"548","Sobic.001G444000.1.p","as-1",4,"Stress related"
"549","Sobic.001G444100.1.p","as-1",2,"Stress related"
"550","Sobic.001G511000.2.p","as-1",5,"Stress related"
"551","Sobic.001G541900.2.p","as-1",1,"Stress related"
"552","Sobic.002G000800.2.p","as-1",1,"Stress related"
"553","Sobic.002G064800.1.p","as-1",2,"Stress related"
"554","Sobic.002G091800.1.p","as-1",3,"Stress related"
"555","Sobic.002G367700.1.p","as-1",1,"Stress related"
"556","Sobic.003G076200.2.p","as-1",3,"Stress related"
"557","Sobic.003G107100.1.p","as-1",1,"Stress related"
"558","Sobic.003G185100.1.p","as-1",1,"Stress related"
"559","Sobic.003G295500.1.p","as-1",3,"Stress related"
"560","Sobic.003G304000.1.p","as-1",6,"Stress related"
"561","Sobic.003G304100.1.p","as-1",1,"Stress related"
"562","Sobic.003G371000.1.p","as-1",7,"Stress related"
"563","Sobic.003G371100.1.p","as-1",3,"Stress related"
"564","Sobic.003G371250.1.p","as-1",4,"Stress related"
"565","Sobic.003G371400.1.p","as-1",8,"Stress related"
"566","Sobic.003G371600.2.p","as-1",2,"Stress related"
"567","Sobic.003G371750.1.p","as-1",2,"Stress related"
"568","Sobic.003G372000.1.p","as-1",1,"Stress related"
"569","Sobic.003G372100.2.p","as-1",1,"Stress related"
"570","Sobic.003G392700.1.p","as-1",3,"Stress related"
"571","Sobic.003G399200.1.p","as-1",6,"Stress related"
"572","Sobic.004G193000.1.p","as-1",1,"Stress related"
"573","Sobic.004G243200.1.p","as-1",5,"Stress related"
"574","Sobic.004G260500.1.p","as-1",5,"Stress related"
"575","Sobic.004G276200.1.p","as-1",4,"Stress related"
"576","Sobic.005G090600.1.p","as-1",1,"Stress related"
"577","Sobic.005G107400.1.p","as-1",3,"Stress related"
"578","Sobic.005G107500.1.p","as-1",0,"Stress related"
"579","Sobic.005G110466.1.p","as-1",2,"Stress related"
"580","Sobic.006G089300.1.p","as-1",4,"Stress related"
"581","Sobic.006G130400.1.p","as-1",5,"Stress related"
"582","Sobic.006G130501.1.p","as-1",1,"Stress related"
"583","Sobic.006G130600.2.p","as-1",1,"Stress related"
"584","Sobic.006G130700.1.p","as-1",5,"Stress related"
"585","Sobic.006G155200.1.p","as-1",3,"Stress related"
"586","Sobic.006G201100.1.p","as-1",3,"Stress related"
"587","Sobic.006G201200.1.p","as-1",3,"Stress related"
"588","Sobic.006G251200.1.p","as-1",2,"Stress related"
"589","Sobic.006G279700.1.p","as-1",5,"Stress related"
"590","Sobic.007G044300.1.p","as-1",0,"Stress related"
"591","Sobic.007G064500.1.p","as-1",1,"Stress related"
"592","Sobic.007G081300.1.p","as-1",7,"Stress related"
"593","Sobic.007G160900.1.p","as-1",1,"Stress related"
"594","Sobic.007G213200.1.p","as-1",4,"Stress related"
"595","Sobic.008G081200.1.p","as-1",1,"Stress related"
"596","Sobic.008G081400.1.p","as-1",2,"Stress related"
"597","Sobic.008G081500.1.p","as-1",2,"Stress related"
"598","Sobic.008G180300.1.p","as-1",4,"Stress related"
"599","Sobic.008G190200.1.p","as-1",4,"Stress related"
"600","Sobic.009G049900.4.p","as-1",2,"Stress related"
"601","Sobic.009G099000.1.p","as-1",4,"Stress related"
"602","Sobic.009G101800.2.p","as-1",2,"Stress related"
"603","Sobic.009G136500.1.p","as-1",3,"Stress related"
"604","Sobic.009G136600.1.p","as-1",2,"Stress related"
"605","Sobic.009G136700.1.p","as-1",6,"Stress related"
"606","Sobic.009G136800.1.p","as-1",3,"Stress related"
"607","Sobic.009G136900.1.p","as-1",0,"Stress related"
"608","Sobic.009G148800.1.p","as-1",5,"Stress related"
"609","Sobic.009G148900.1.p","as-1",4,"Stress related"
"610","Sobic.010G099700.1.p","as-1",3,"Stress related"
"611","Sobic.010G109200.1.p","as-1",1,"Stress related"
"612","Sobic.010G127800.1.p","as-1",1,"Stress related"
"613","Sobic.010G133100.1.p","as-1",2,"Stress related"
"614","Sobic.010G166850.1.p","as-1",2,"Stress related"
"615","Sobic.010G175900.2.p","as-1",2,"Stress related"
"616","Sobic.K022800.1.p","as-1",2,"Stress related"
"617","Sobic.001G032000.1.p","Box 4",2,"Light responsiveness"
"618","Sobic.001G099400.1.p","Box 4",3,"Light responsiveness"
"619","Sobic.001G111150.1.p","Box 4",7,"Light responsiveness"
"620","Sobic.001G133900.1.p","Box 4",0,"Light responsiveness"
"621","Sobic.001G223100.2.p","Box 4",2,"Light responsiveness"
"622","Sobic.001G223200.1.p","Box 4",5,"Light responsiveness"
"623","Sobic.001G275500.2.p","Box 4",0,"Light responsiveness"
"624","Sobic.001G275600.2.p","Box 4",2,"Light responsiveness"
"625","Sobic.001G275800.1.p","Box 4",2,"Light responsiveness"
"626","Sobic.001G276100.1.p","Box 4",1,"Light responsiveness"
"627","Sobic.001G276300.1.p","Box 4",3,"Light responsiveness"
"628","Sobic.001G276400.1.p","Box 4",2,"Light responsiveness"
"629","Sobic.001G276600.1.p","Box 4",0,"Light responsiveness"
"630","Sobic.001G276700.1.p","Box 4",2,"Light responsiveness"
"631","Sobic.001G276800.1.p","Box 4",6,"Light responsiveness"
"632","Sobic.001G282000.1.p","Box 4",0,"Light responsiveness"
"633","Sobic.001G282100.1.p","Box 4",6,"Light responsiveness"
"634","Sobic.001G302800.1.p","Box 4",0,"Light responsiveness"
"635","Sobic.001G443900.1.p","Box 4",0,"Light responsiveness"
"636","Sobic.001G444000.1.p","Box 4",1,"Light responsiveness"
"637","Sobic.001G444100.1.p","Box 4",3,"Light responsiveness"
"638","Sobic.001G511000.2.p","Box 4",1,"Light responsiveness"
"639","Sobic.001G541900.2.p","Box 4",3,"Light responsiveness"
"640","Sobic.002G000800.2.p","Box 4",1,"Light responsiveness"
"641","Sobic.002G064800.1.p","Box 4",0,"Light responsiveness"
"642","Sobic.002G091800.1.p","Box 4",2,"Light responsiveness"
"643","Sobic.002G367700.1.p","Box 4",2,"Light responsiveness"
"644","Sobic.003G076200.2.p","Box 4",1,"Light responsiveness"
"645","Sobic.003G107100.1.p","Box 4",1,"Light responsiveness"
"646","Sobic.003G185100.1.p","Box 4",0,"Light responsiveness"
"647","Sobic.003G295500.1.p","Box 4",2,"Light responsiveness"
"648","Sobic.003G304000.1.p","Box 4",1,"Light responsiveness"
"649","Sobic.003G304100.1.p","Box 4",1,"Light responsiveness"
"650","Sobic.003G371000.1.p","Box 4",3,"Light responsiveness"
"651","Sobic.003G371100.1.p","Box 4",0,"Light responsiveness"
"652","Sobic.003G371250.1.p","Box 4",1,"Light responsiveness"
"653","Sobic.003G371400.1.p","Box 4",1,"Light responsiveness"
"654","Sobic.003G371600.2.p","Box 4",4,"Light responsiveness"
"655","Sobic.003G371750.1.p","Box 4",3,"Light responsiveness"
"656","Sobic.003G372000.1.p","Box 4",1,"Light responsiveness"
"657","Sobic.003G372100.2.p","Box 4",0,"Light responsiveness"
"658","Sobic.003G392700.1.p","Box 4",2,"Light responsiveness"
"659","Sobic.003G399200.1.p","Box 4",0,"Light responsiveness"
"660","Sobic.004G193000.1.p","Box 4",0,"Light responsiveness"
"661","Sobic.004G243200.1.p","Box 4",0,"Light responsiveness"
"662","Sobic.004G260500.1.p","Box 4",2,"Light responsiveness"
"663","Sobic.004G276200.1.p","Box 4",1,"Light responsiveness"
"664","Sobic.005G090600.1.p","Box 4",2,"Light responsiveness"
"665","Sobic.005G107400.1.p","Box 4",1,"Light responsiveness"
"666","Sobic.005G107500.1.p","Box 4",0,"Light responsiveness"
"667","Sobic.005G110466.1.p","Box 4",0,"Light responsiveness"
"668","Sobic.006G089300.1.p","Box 4",0,"Light responsiveness"
"669","Sobic.006G130400.1.p","Box 4",0,"Light responsiveness"
"670","Sobic.006G130501.1.p","Box 4",0,"Light responsiveness"
"671","Sobic.006G130600.2.p","Box 4",2,"Light responsiveness"
"672","Sobic.006G130700.1.p","Box 4",2,"Light responsiveness"
"673","Sobic.006G155200.1.p","Box 4",1,"Light responsiveness"
"674","Sobic.006G201100.1.p","Box 4",2,"Light responsiveness"
"675","Sobic.006G201200.1.p","Box 4",1,"Light responsiveness"
"676","Sobic.006G251200.1.p","Box 4",3,"Light responsiveness"
"677","Sobic.006G279700.1.p","Box 4",2,"Light responsiveness"
"678","Sobic.007G044300.1.p","Box 4",2,"Light responsiveness"
"679","Sobic.007G064500.1.p","Box 4",2,"Light responsiveness"
"680","Sobic.007G081300.1.p","Box 4",1,"Light responsiveness"
"681","Sobic.007G160900.1.p","Box 4",1,"Light responsiveness"
"682","Sobic.007G213200.1.p","Box 4",2,"Light responsiveness"
"683","Sobic.008G081200.1.p","Box 4",1,"Light responsiveness"
"684","Sobic.008G081400.1.p","Box 4",3,"Light responsiveness"
"685","Sobic.008G081500.1.p","Box 4",3,"Light responsiveness"
"686","Sobic.008G180300.1.p","Box 4",3,"Light responsiveness"
"687","Sobic.008G190200.1.p","Box 4",1,"Light responsiveness"
"688","Sobic.009G049900.4.p","Box 4",0,"Light responsiveness"
"689","Sobic.009G099000.1.p","Box 4",3,"Light responsiveness"
"690","Sobic.009G101800.2.p","Box 4",3,"Light responsiveness"
"691","Sobic.009G136500.1.p","Box 4",0,"Light responsiveness"
"692","Sobic.009G136600.1.p","Box 4",2,"Light responsiveness"
"693","Sobic.009G136700.1.p","Box 4",0,"Light responsiveness"
"694","Sobic.009G136800.1.p","Box 4",1,"Light responsiveness"
"695","Sobic.009G136900.1.p","Box 4",3,"Light responsiveness"
"696","Sobic.009G148800.1.p","Box 4",0,"Light responsiveness"
"697","Sobic.009G148900.1.p","Box 4",1,"Light responsiveness"
"698","Sobic.010G099700.1.p","Box 4",1,"Light responsiveness"
"699","Sobic.010G109200.1.p","Box 4",4,"Light responsiveness"
"700","Sobic.010G127800.1.p","Box 4",0,"Light responsiveness"
"701","Sobic.010G133100.1.p","Box 4",1,"Light responsiveness"
"702","Sobic.010G166850.1.p","Box 4",1,"Light responsiveness"
"703","Sobic.010G175900.2.p","Box 4",3,"Light responsiveness"
"704","Sobic.K022800.1.p","Box 4",3,"Light responsiveness"
"705","Sobic.001G032000.1.p","CAAT-box",19,"Light responsiveness"
"706","Sobic.001G099400.1.p","CAAT-box",28,"Light responsiveness"
"707","Sobic.001G111150.1.p","CAAT-box",30,"Light responsiveness"
"708","Sobic.001G133900.1.p","CAAT-box",27,"Light responsiveness"
"709","Sobic.001G223100.2.p","CAAT-box",24,"Light responsiveness"
"710","Sobic.001G223200.1.p","CAAT-box",32,"Light responsiveness"
"711","Sobic.001G275500.2.p","CAAT-box",23,"Light responsiveness"
"712","Sobic.001G275600.2.p","CAAT-box",26,"Light responsiveness"
"713","Sobic.001G275800.1.p","CAAT-box",23,"Light responsiveness"
"714","Sobic.001G276100.1.p","CAAT-box",34,"Light responsiveness"
"715","Sobic.001G276300.1.p","CAAT-box",32,"Light responsiveness"
"716","Sobic.001G276400.1.p","CAAT-box",26,"Light responsiveness"
"717","Sobic.001G276600.1.p","CAAT-box",24,"Light responsiveness"
"718","Sobic.001G276700.1.p","CAAT-box",29,"Light responsiveness"
"719","Sobic.001G276800.1.p","CAAT-box",26,"Light responsiveness"
"720","Sobic.001G282000.1.p","CAAT-box",26,"Light responsiveness"
"721","Sobic.001G282100.1.p","CAAT-box",34,"Light responsiveness"
"722","Sobic.001G302800.1.p","CAAT-box",20,"Light responsiveness"
"723","Sobic.001G443900.1.p","CAAT-box",23,"Light responsiveness"
"724","Sobic.001G444000.1.p","CAAT-box",19,"Light responsiveness"
"725","Sobic.001G444100.1.p","CAAT-box",33,"Light responsiveness"
"726","Sobic.001G511000.2.p","CAAT-box",24,"Light responsiveness"
"727","Sobic.001G541900.2.p","CAAT-box",33,"Light responsiveness"
"728","Sobic.002G000800.2.p","CAAT-box",38,"Light responsiveness"
"729","Sobic.002G064800.1.p","CAAT-box",38,"Light responsiveness"
"730","Sobic.002G091800.1.p","CAAT-box",41,"Light responsiveness"
"731","Sobic.002G367700.1.p","CAAT-box",41,"Light responsiveness"
"732","Sobic.003G076200.2.p","CAAT-box",18,"Light responsiveness"
"733","Sobic.003G107100.1.p","CAAT-box",5,"Light responsiveness"
"734","Sobic.003G185100.1.p","CAAT-box",31,"Light responsiveness"
"735","Sobic.003G295500.1.p","CAAT-box",55,"Light responsiveness"
"736","Sobic.003G304000.1.p","CAAT-box",20,"Light responsiveness"
"737","Sobic.003G304100.1.p","CAAT-box",40,"Light responsiveness"
"738","Sobic.003G371000.1.p","CAAT-box",19,"Light responsiveness"
"739","Sobic.003G371100.1.p","CAAT-box",18,"Light responsiveness"
"740","Sobic.003G371250.1.p","CAAT-box",35,"Light responsiveness"
"741","Sobic.003G371400.1.p","CAAT-box",17,"Light responsiveness"
"742","Sobic.003G371600.2.p","CAAT-box",30,"Light responsiveness"
"743","Sobic.003G371750.1.p","CAAT-box",26,"Light responsiveness"
"744","Sobic.003G372000.1.p","CAAT-box",20,"Light responsiveness"
"745","Sobic.003G372100.2.p","CAAT-box",41,"Light responsiveness"
"746","Sobic.003G392700.1.p","CAAT-box",20,"Light responsiveness"
"747","Sobic.003G399200.1.p","CAAT-box",30,"Light responsiveness"
"748","Sobic.004G193000.1.p","CAAT-box",22,"Light responsiveness"
"749","Sobic.004G243200.1.p","CAAT-box",32,"Light responsiveness"
"750","Sobic.004G260500.1.p","CAAT-box",27,"Light responsiveness"
"751","Sobic.004G276200.1.p","CAAT-box",21,"Light responsiveness"
"752","Sobic.005G090600.1.p","CAAT-box",34,"Light responsiveness"
"753","Sobic.005G107400.1.p","CAAT-box",22,"Light responsiveness"
"754","Sobic.005G107500.1.p","CAAT-box",39,"Light responsiveness"
"755","Sobic.005G110466.1.p","CAAT-box",45,"Light responsiveness"
"756","Sobic.006G089300.1.p","CAAT-box",22,"Light responsiveness"
"757","Sobic.006G130400.1.p","CAAT-box",23,"Light responsiveness"
"758","Sobic.006G130501.1.p","CAAT-box",41,"Light responsiveness"
"759","Sobic.006G130600.2.p","CAAT-box",37,"Light responsiveness"
"760","Sobic.006G130700.1.p","CAAT-box",24,"Light responsiveness"
"761","Sobic.006G155200.1.p","CAAT-box",32,"Light responsiveness"
"762","Sobic.006G201100.1.p","CAAT-box",26,"Light responsiveness"
"763","Sobic.006G201200.1.p","CAAT-box",13,"Light responsiveness"
"764","Sobic.006G251200.1.p","CAAT-box",35,"Light responsiveness"
"765","Sobic.006G279700.1.p","CAAT-box",27,"Light responsiveness"
"766","Sobic.007G044300.1.p","CAAT-box",36,"Light responsiveness"
"767","Sobic.007G064500.1.p","CAAT-box",46,"Light responsiveness"
"768","Sobic.007G081300.1.p","CAAT-box",26,"Light responsiveness"
"769","Sobic.007G160900.1.p","CAAT-box",36,"Light responsiveness"
"770","Sobic.007G213200.1.p","CAAT-box",46,"Light responsiveness"
"771","Sobic.008G081200.1.p","CAAT-box",22,"Light responsiveness"
"772","Sobic.008G081400.1.p","CAAT-box",40,"Light responsiveness"
"773","Sobic.008G081500.1.p","CAAT-box",27,"Light responsiveness"
"774","Sobic.008G180300.1.p","CAAT-box",35,"Light responsiveness"
"775","Sobic.008G190200.1.p","CAAT-box",26,"Light responsiveness"
"776","Sobic.009G049900.4.p","CAAT-box",33,"Light responsiveness"
"777","Sobic.009G099000.1.p","CAAT-box",24,"Light responsiveness"
"778","Sobic.009G101800.2.p","CAAT-box",17,"Light responsiveness"
"779","Sobic.009G136500.1.p","CAAT-box",44,"Light responsiveness"
"780","Sobic.009G136600.1.p","CAAT-box",29,"Light responsiveness"
"781","Sobic.009G136700.1.p","CAAT-box",30,"Light responsiveness"
"782","Sobic.009G136800.1.p","CAAT-box",42,"Light responsiveness"
"783","Sobic.009G136900.1.p","CAAT-box",36,"Light responsiveness"
"784","Sobic.009G148800.1.p","CAAT-box",16,"Light responsiveness"
"785","Sobic.009G148900.1.p","CAAT-box",32,"Light responsiveness"
"786","Sobic.010G099700.1.p","CAAT-box",41,"Light responsiveness"
"787","Sobic.010G109200.1.p","CAAT-box",45,"Light responsiveness"
"788","Sobic.010G127800.1.p","CAAT-box",25,"Light responsiveness"
"789","Sobic.010G133100.1.p","CAAT-box",28,"Light responsiveness"
"790","Sobic.010G166850.1.p","CAAT-box",34,"Light responsiveness"
"791","Sobic.010G175900.2.p","CAAT-box",18,"Light responsiveness"
"792","Sobic.K022800.1.p","CAAT-box",9,"Light responsiveness"
"793","Sobic.001G032000.1.p","CAT-box",1,"Plant growth and development"
"794","Sobic.001G099400.1.p","CAT-box",0,"Plant growth and development"
"795","Sobic.001G111150.1.p","CAT-box",1,"Plant growth and development"
"796","Sobic.001G133900.1.p","CAT-box",2,"Plant growth and development"
"797","Sobic.001G223100.2.p","CAT-box",1,"Plant growth and development"
"798","Sobic.001G223200.1.p","CAT-box",0,"Plant growth and development"
"799","Sobic.001G275500.2.p","CAT-box",1,"Plant growth and development"
"800","Sobic.001G275600.2.p","CAT-box",1,"Plant growth and development"
"801","Sobic.001G275800.1.p","CAT-box",1,"Plant growth and development"
"802","Sobic.001G276100.1.p","CAT-box",0,"Plant growth and development"
"803","Sobic.001G276300.1.p","CAT-box",0,"Plant growth and development"
"804","Sobic.001G276400.1.p","CAT-box",0,"Plant growth and development"
"805","Sobic.001G276600.1.p","CAT-box",3,"Plant growth and development"
"806","Sobic.001G276700.1.p","CAT-box",0,"Plant growth and development"
"807","Sobic.001G276800.1.p","CAT-box",0,"Plant growth and development"
"808","Sobic.001G282000.1.p","CAT-box",1,"Plant growth and development"
"809","Sobic.001G282100.1.p","CAT-box",0,"Plant growth and development"
"810","Sobic.001G302800.1.p","CAT-box",0,"Plant growth and development"
"811","Sobic.001G443900.1.p","CAT-box",0,"Plant growth and development"
"812","Sobic.001G444000.1.p","CAT-box",4,"Plant growth and development"
"813","Sobic.001G444100.1.p","CAT-box",0,"Plant growth and development"
"814","Sobic.001G511000.2.p","CAT-box",1,"Plant growth and development"
"815","Sobic.001G541900.2.p","CAT-box",0,"Plant growth and development"
"816","Sobic.002G000800.2.p","CAT-box",0,"Plant growth and development"
"817","Sobic.002G064800.1.p","CAT-box",1,"Plant growth and development"
"818","Sobic.002G091800.1.p","CAT-box",0,"Plant growth and development"
"819","Sobic.002G367700.1.p","CAT-box",0,"Plant growth and development"
"820","Sobic.003G076200.2.p","CAT-box",2,"Plant growth and development"
"821","Sobic.003G107100.1.p","CAT-box",4,"Plant growth and development"
"822","Sobic.003G185100.1.p","CAT-box",2,"Plant growth and development"
"823","Sobic.003G295500.1.p","CAT-box",1,"Plant growth and development"
"824","Sobic.003G304000.1.p","CAT-box",1,"Plant growth and development"
"825","Sobic.003G304100.1.p","CAT-box",2,"Plant growth and development"
"826","Sobic.003G371000.1.p","CAT-box",0,"Plant growth and development"
"827","Sobic.003G371100.1.p","CAT-box",0,"Plant growth and development"
"828","Sobic.003G371250.1.p","CAT-box",0,"Plant growth and development"
